category_id,fighter_id,weighted_rating,deviation,active
1,3624,1500.9,45.49326,Active
1,892,1500.9,105.14,Inactive
1,1574,1500.4,66.36224,Active
1,4808,1500.3,102.885,Inactive
1,952,1499.9,100.5262,Inactive
1,4917,1499.7,96.11424,Inactive
1,13001,1499.1,157.7265,Active
1,11453,1499,140.8939,Active
1,9568,1498.9,99.60545,Active
1,1039,1498.8,95.7112,Inactive
1,7039,1498.3,104.714,Inactive
1,12011,1497.9,122.1774,Active
1,7116,1497.8,74.52044,Active
1,150,1497.8,96.85503,Inactive
1,13256,1497,175.0729,Active
1,7219,1496.7,128.8049,Inactive
1,1490,1496.2,100.8773,Inactive
1,2580,1496.2,108.5101,Inactive
1,3151,1496,126.5005,Inactive
1,46,1495.8,89.13694,Active
1,10934,1495.7,118.7952,Active
1,4937,1495.5,164.1845,Inactive
1,6461,1495,78.12045,Active
1,1133,1494.6,98.46606,Active
1,5716,1494.3,88.27055,Active
1,6659,1494.2,200.444,Inactive
1,6224,1494,69.93632,Active
1,1822,1493.9,122.699,Inactive
1,9967,1492.4,58.58271,Active
1,5288,1492.4,85.77621,Active
1,6236,1492,63.37542,Active
1,4894,1491.7,82.03909,Active
1,8913,1491.6,84.11284,Active
1,1627,1491.6,62.80192,Active
1,9274,1491.6,59.97777,Active
1,6233,1491.5,60.28091,Active
1,7507,1491.5,95.84289,Active
1,8203,1491.1,84.60142,Active
1,609,1491,117.9415,Inactive
1,1513,1490.6,96.65873,Inactive
1,11275,1490.4,95.17286,Active
1,11896,1490,94.48098,Active
1,10323,1489.7,118.2308,Active
1,12637,1489.5,122.0057,Active
1,10143,1489.5,159.3523,Active
1,10619,1489.3,72.01254,Active
1,3313,1489.3,70.31845,Active
1,12531,1488.6,150.8577,Active
1,306,1487.7,95.92709,Inactive
1,11519,1487.7,105.914,Active
1,14,1487.2,87.04556,Active
1,1483,1487,93.39666,Inactive
1,9945,1486.9,147.0878,Inactive
1,845,1486.7,77.87038,Active
1,1642,1486.6,73.62146,Active
1,2728,1486.5,91.08923,Active
1,947,1486.3,103.8557,Inactive
1,9518,1486.3,196.8619,Inactive
1,10091,1486,88.3242,Active
1,488,1485.8,89.45326,Active
1,11708,1485.3,139.0007,Active
1,10339,1485.1,87.3035,Active
1,5952,1485,105.2148,Inactive
1,8225,1484.9,116.4095,Inactive
1,10322,1484.6,130.6008,Active
1,8584,1484.4,86.33082,Active
1,8046,1483.7,81.87247,Active
1,2386,1483.4,77.13696,Active
1,11699,1483.4,109.265,Active
1,6111,1483.3,94.90849,Active
1,9563,1483.2,58.71746,Active
1,12237,1482.8,179.0013,Active
1,3272,1482.5,111.64,Inactive
1,9420,1482.2,107.5229,Inactive
1,3067,1482,96.865,Inactive
1,4675,1481.8,110.4024,Inactive
1,1832,1481.4,88.31345,Active
1,5021,1481.2,97.34262,Inactive
1,5079,1481,143.1383,Inactive
1,12985,1481,110.0556,Active
1,45,1481,80.60892,Active
1,1467,1480.5,93.19746,Active
1,766,1480.4,104.12,Active
1,5015,1480.3,95.89942,Active
1,1827,1479.9,121.3906,Inactive
1,860,1479,103.4959,Inactive
1,5500,1478.8,98.73439,Inactive
1,5587,1478.4,91.76782,Active
1,6631,1478.1,78.15893,Active
1,12386,1478,124.1155,Active
1,460,1477.9,77.35516,Active
1,721,1477.9,115.3545,Inactive
1,5142,1477.8,151.9922,Inactive
1,3097,1477.3,84.96069,Active
1,1826,1476.6,83.69737,Active
1,9465,1476.2,107.2179,Active
1,1247,1476.2,131.2118,Inactive
1,326,1475.9,135.362,Inactive
1,13059,1475.8,113.8532,Active
1,4802,1475.8,61.09822,Active
1,12217,1475.5,142.0322,Active
1,7898,1475.3,134.2388,Inactive
1,6658,1475.2,138.8117,Inactive
1,722,1475.1,91.52187,Active
1,13230,1475,139.7926,Active
1,5865,1474.9,61.25412,Active
1,9668,1474.7,76.62849,Active
1,7650,1474.7,87.05865,Active
1,1496,1474.7,73.48113,Active
1,10838,1474.6,120.9369,Active
1,361,1474.6,110.6322,Inactive
1,8489,1474.1,154.4301,Inactive
1,6810,1474,79.36651,Active
1,8136,1473.9,171.942,Inactive
1,1512,1473.8,53.48274,Active
1,13115,1473.7,149.4951,Active
1,16,1473.6,111.0965,Inactive
1,9649,1473.2,75.59578,Active
1,6146,1473.1,106.9242,Inactive
1,7976,1472.9,139.7872,Inactive
1,8339,1472.4,120.3108,Inactive
1,3562,1472.2,108.6783,Inactive
1,4759,1472.1,65.32861,Active
1,12437,1471.8,192.5932,Active
1,9635,1471.7,68.64339,Active
1,2892,1471.7,59.4382,Active
1,1482,1471.6,88.65549,Active
1,10309,1471.5,127.5718,Active
1,386,1471.4,92.01049,Inactive
1,1381,1471.4,108.2381,Inactive
1,8366,1471.3,50.2543,Active
1,960,1470.3,173.1654,Inactive
1,10054,1470.2,62.02559,Active
1,12057,1470.2,114.7934,Active
1,2320,1469.9,60.51657,Active
1,5970,1469.9,108.1611,Active
1,11428,1469.9,122.6425,Active
1,5302,1469.8,86.34138,Active
1,10591,1469.4,72.03841,Active
1,6322,1469.2,92.40393,Inactive
1,7547,1469.2,132.2264,Inactive
1,1316,1469.1,172.7057,Inactive
1,2717,1468.8,159.8565,Inactive
1,2162,1468.6,94.65347,Inactive
1,3563,1468.6,153.6643,Inactive
1,10168,1468.6,196.0443,Active
1,8112,1468.4,79.36716,Active
1,645,1467.7,129.9531,Inactive
1,10368,1467.6,98.0385,Active
1,8120,1467.5,98.06721,Active
1,13050,1467.1,157.214,Active
1,13254,1466.8,168.9631,Active
1,410,1466.6,113.6845,Inactive
1,1797,1466.3,75.04279,Active
1,4940,1466.1,108.2542,Active
1,6305,1465.9,53.33549,Active
1,5571,1465.8,93.85865,Inactive
1,1537,1465.7,133.2578,Inactive
1,4931,1465.6,92.01531,Active
1,1033,1465.4,92.51167,Active
1,8582,1465.1,91.10038,Active
1,11801,1464.7,172.6823,Active
1,6133,1464.3,67.60692,Active
1,9468,1464,88.48294,Active
1,446,1463.4,113.5365,Inactive
1,177,1463.2,102.9562,Inactive
1,1587,1463.1,122.9789,Inactive
1,8732,1463.1,84.87974,Active
1,6428,1463.1,84.60495,Active
1,10136,1463,58.13464,Active
1,2992,1462.9,163.9864,Inactive
1,2287,1462.7,74.6829,Active
1,9951,1462.6,66.35718,Active
1,3150,1462.4,93.22401,Active
1,1335,1462.4,124.2283,Inactive
1,6673,1462.3,182.8742,Inactive
1,911,1461.9,89.03244,Active
1,147,1461.9,122.8577,Inactive
1,5033,1461.4,106.8902,Active
1,6755,1461.3,58.31565,Active
1,7849,1460.7,54.53772,Active
1,1227,1460.6,138.4712,Inactive
1,403,1460.6,108.9845,Inactive
1,9246,1460.4,101.6515,Active
1,13361,1460.4,133.2555,Active
1,8918,1460.2,120.1933,Active
1,9674,1460.1,67.53583,Active
1,5055,1460,75.03597,Active
1,1344,1459.9,92.67828,Active
1,2957,1459.8,106.076,Inactive
1,9509,1459.6,185.2923,Inactive
1,11028,1459.5,145.3393,Active
1,12701,1459.1,138.7144,Active
1,7844,1459.1,65.10631,Active
1,5705,1459,83.39956,Active
1,6431,1458.9,112.3544,Active
1,13145,1458.7,134.9659,Active
1,8220,1458.6,81.14806,Active
1,415,1458.3,79.30652,Active
1,1366,1457.9,89.23933,Active
1,3189,1457.8,82.44687,Active
1,9896,1457.2,79.55183,Active
1,13263,1456.9,163.2464,Active
1,11157,1456.9,61.98006,Active
1,1616,1456.8,98.83123,Inactive
1,9229,1456.7,169.6615,Inactive
1,6846,1456.6,186.8633,Inactive
1,8829,1456.5,67.88183,Active
1,7,1455.8,103.292,Active
1,2092,1454.3,111.2716,Inactive
1,350,1454.1,103.3911,Inactive
1,7991,1454.1,55.09333,Active
1,11869,1454.1,110.4312,Active
1,2883,1454,90.3375,Inactive
1,7228,1453.9,67.96587,Active
1,7374,1453.9,71.02956,Active
1,1476,1453.8,82.79175,Active
1,10025,1453.5,82.74128,Active
1,10629,1453.3,87.55035,Active
1,8090,1453.2,65.09211,Active
1,1615,1453.2,81.19427,Active
1,7200,1453,79.45528,Active
1,435,1452.9,123.7549,Inactive
1,2487,1452.8,106.8385,Inactive
1,671,1452.6,105.9364,Active
1,2408,1452.5,100.441,Inactive
1,2341,1452.5,126.6193,Inactive
1,11795,1452.5,132.3263,Active
1,30,1452.4,91.64501,Inactive
1,1690,1452.3,148.8942,Inactive
1,2308,1451.7,107.5217,Active
1,1269,1451.6,113.0279,Inactive
1,1137,1451.4,105.6699,Inactive
1,8867,1451,72.91961,Active
1,4801,1450.1,94.19402,Inactive
1,2914,1450.1,115.6785,Inactive
1,2392,1449.9,138.3044,Inactive
1,727,1449.5,115.6551,Active
1,5956,1449.4,191.8049,Inactive
1,10979,1449.2,141.657,Active
1,1548,1449.1,128.4608,Inactive
1,5526,1448.9,86.77145,Active
1,7290,1448.6,84.90137,Active
1,216,1448.5,154.8331,Inactive
1,4794,1448.1,72.11675,Active
1,8429,1447.9,122.3866,Active
1,6370,1447.7,104.1079,Inactive
1,9488,1447.6,136.5537,Active
1,846,1447.3,80.38826,Active
1,1410,1447.3,135.4135,Inactive
1,5656,1447.3,89.41273,Active
1,1102,1447,113.1,Inactive
1,12609,1446.6,110.5843,Active
1,3570,1446.4,115.2069,Inactive
1,12988,1446.4,133.0596,Active
1,510,1446.2,85.53619,Active
1,5837,1446.1,95.23351,Active
1,966,1446,87.46054,Active
1,951,1445.8,94.65363,Active
1,3019,1445.8,138.8976,Inactive
1,5365,1445.6,86.97116,Inactive
1,1799,1445.2,97.4949,Active
1,7986,1445,144.9954,Inactive
1,6387,1444.9,96.01685,Active
1,180,1444.9,103.135,Inactive
1,10001,1444.6,86.58838,Active
1,7052,1444.5,76.03754,Active
1,3529,1444.3,69.34383,Active
1,12614,1443.6,159.3825,Active
1,5766,1443.5,120.5053,Inactive
1,10237,1443,98.59047,Active
1,11578,1442.3,100.3965,Active
1,1002,1441.2,98.93635,Active
1,8860,1440.3,86.49506,Active
1,776,1439.3,136.0776,Inactive
1,3118,1439.2,111.8552,Inactive
1,3569,1438.9,123.3952,Inactive
1,2935,1438.9,144.0369,Inactive
1,5514,1438.4,140.1806,Inactive
1,7925,1438.4,78.81032,Active
