category_id,fighter_id,weighted_rating,deviation,active
1,3263,1966.6,76.26324,True
1,1764,1964.2,91.28883,True
1,5511,1957,111.7943,True
1,10,1936.5,78.26538,True
1,1314,1924.5,89.55482,True
1,1865,1922.7,98.45427,False
1,711,1913.6,70.38472,True
1,2,1913.5,84.93776,True
1,5501,1904.8,78.8877,True
1,9813,1896.6,98.10485,True
1,11462,1893.2,93.90124,True
1,2195,1873.7,101.0987,False
1,1060,1873.2,58.94904,True
1,2090,1873.1,60.74694,True
1,27,1866.7,65.16124,True
1,1781,1862.2,74.60453,True
1,8358,1859.8,151.1342,True
1,156,1859.8,65.87391,True
1,8030,1847.9,68.43874,True
1,1564,1835.2,72.62788,True
1,1379,1835.2,77.4152,True
1,244,1831.1,69.17963,True
1,1382,1825.5,86.97421,True
1,1688,1824.1,68.78876,True
1,1048,1820.9,73.84285,True
1,155,1816.6,68.09327,True
1,9450,1814.3,54.5414,True
1,70,1808.7,89.53028,False
1,8110,1806.9,111.8954,True
1,1773,1805.8,58.91118,True
1,10631,1802.1,64.43074,True
1,1771,1795.3,99.47149,False
1,1831,1790.8,62.39902,True
1,163,1788.3,79.53323,True
1,1329,1784.4,109.4274,False
1,274,1780.8,65.20907,True
1,4823,1780.4,61.03921,True
1,1477,1778.8,61.53241,True
1,174,1778,92.5974,False
1,5,1769.5,95.05961,False
1,3549,1768.5,71.60729,True
1,2193,1766,67.78339,True
1,1309,1758.8,73.0946,True
1,11165,1754.9,75.9754,True
1,9656,1750.3,66.20384,True
1,634,1749,108.2919,False
1,9486,1748.9,79.10723,True
1,6325,1746.7,58.79094,True
1,6,1743.1,108.5813,False
1,1768,1742.2,86.56861,True
1,1844,1740.9,94.5451,False
1,1041,1735.2,84.94883,False
1,149,1733.9,67.0335,True
1,7213,1733.8,87.55748,True
1,4,1732.8,107.4365,False
1,9290,1732.5,55.98724,True
1,2388,1732.2,50.17747,True
1,7068,1727.3,154.2321,False
1,110,1727.2,126.1807,False
1,6081,1725.7,70.46484,True
1,311,1725.2,79.11133,True
1,394,1724.2,74.24178,True
1,171,1724,84.89915,True
1,1543,1722.5,67.79759,True
1,2805,1722.2,61.95187,True
1,9409,1722.2,121.7237,False
1,2114,1721.2,72.76443,True
1,5822,1721.1,44.79444,True
1,8930,1721,47.62793,True
1,1388,1718.3,76.07802,False
1,2823,1717.9,83.55928,True
1,1470,1717,93.97786,False
1,11276,1716.9,71.10281,True
1,1870,1715.8,117.8964,False
1,477,1715.2,56.78579,True
1,4898,1714.8,71.5834,True
1,12989,1710,102.7331,True
1,10345,1709.2,116.9251,True
1,95,1706.3,92.91525,False
1,2140,1704.1,44.95486,True
1,407,1701.9,79.03141,True
1,1391,1700.5,58.70227,True
1,11710,1699.6,85.5191,True
1,2097,1699.5,55.4288,True
1,7866,1698.7,139.8989,False
1,11967,1698.7,126.7518,True
1,172,1698.6,54.65661,True
1,6221,1698.2,96.59412,False
1,11444,1697.7,107.6332,True
1,1573,1697.4,71.01737,True
1,11598,1696.6,71.69909,True
1,6885,1696.3,205.4763,False
1,4880,1695.6,109.8829,False
1,9052,1695.4,70.29681,True
1,1667,1694.8,98.7698,False
1,52,1693.9,85.28117,True
1,2675,1693.8,80.02751,True
1,6076,1692.2,81.91859,True
1,2181,1691.2,94.679,False
1,1608,1691.1,71.86412,True
1,3004,1690.6,58.67778,True
1,6806,1690,62.35266,True
1,4672,1689.1,66.97984,True
1,6294,1688.6,143.2546,True
1,2123,1688.6,79.64392,True
1,346,1685.9,101.0245,False
1,1415,1684.6,63.75401,True
1,389,1684.5,95.0145,False
1,9,1684.3,71.309,True
1,5849,1683.8,67.64072,True
1,11018,1683.1,82.76099,True
1,179,1682,66.50726,True
